"site","AgencyCd","SiteName","DecLatVa","DecLongVa","AltVa","AltUnitsNm","WellDepth","WellDepthUnitsNm","NatAquiferCd","NatAqfrDesc","StateCd","StateNm","CountyCd","CountyNm","LocalAquiferCd","LocalAquiferName","SiteType","AquiferType","link"
"F62J1","NCDWR","East Bend VFD",36.22421,-80.50564,1016.841,"Feet",603,"Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers",37,"North Carolina",197,"Yadkin County","","Bedrock","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/f62j1094023lev.txt"
"FF32Y1","NCDWR","Boiling Springs RS 2",34.014423,-78.083039,49.44,"Feet",150,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/ff32y1094024lev.txt"
"FF32Y2","NCDWR","Boiling Springs RS 2",34.014423,-78.083039,49.7,"Feet",14,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",19,"Brunswick County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/ff32y2094026lev.txt"
"FF33D1","NCDWR","Bolivia",34.071389,-78.144796,38.909,"Feet",60,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",19,"Brunswick County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/ff33d1094028lev.txt"
"FF33D2","NCDWR","Bolivia",34.071389,-78.144796,39.569,"Feet",140,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/ff33d2094029lev.txt"
"FF33S1","NCDWR","Boiling Springs RS 1",34.024918,-78.101785,52.21,"Feet",80,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",19,"Brunswick County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/ff33s1094031lev.txt"
"FF34F1","NCDWR","Clemmons Trail",34.053929,-78.236684,45.749,"Feet",154,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/ff34f1094032lev.txt"
"FF38J8","NCDWR","Waccamaw School",34.06,-78.51,66.3,"Feet",40,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",19,"Brunswick County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/ff38j8094033lev.txt"
"FF38X5","NCDWR","Long Wood",34.00168,-78.558532,43.114,"Feet",65,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",19,"Brunswick County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/ff38x5094035lev.txt"
"G4X1","NCDWR","Kitty Hawk North",36.099542,-75.725501,5.74,"Feet",238,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",55,"Dare County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/g4x1094036lev.txt"
"G50W2","NCDWR","Gibsonville",36.088262,-79.547915,647.877,"Feet",493,"Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers",37,"North Carolina",81,"Guilford County","","Bedrock","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/g50w2094037lev.txt"
"G69J1","NCDWR","Wilkesboro",36.137777,-81.099093,1139.017,"Feet",260,"Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers",37,"North Carolina",193,"Wilkes County","","Bedrock","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/g69j1094040lev.txt"
"G9C3","NCDWR","Big Flatty Creek",36.150033,-76.132485,2.364,"Feet",70,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",139,"Pasquotank County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/g9c3094042lev.txt"
"G9C4","NCDWR","Big Flatty Creek",36.150033,-76.132485,2.444,"Feet",622,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",139,"Pasquotank County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/g9c4094044lev.txt"
"G9C6","NCDWR","Big Flatty Creek",36.150033,-76.132485,2.274,"Feet",105,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",139,"Pasquotank County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/g9c6094046lev.txt"
"GG31J1","NCDWR","Fort Fisher",33.972439,-77.918429,5.896,"Feet",13,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",129,"New Hanover County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/gg31j1094047lev.txt"
"GG32T4","NCDWR","Southport RS 4",33.941987,-78.009783,26.927,"Feet",200,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/gg32t4094048lev.txt"
"GG32T5","NCDWR","Southport RS 4",33.941987,-78.009783,27.167,"Feet",74,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",19,"Brunswick County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/gg32t5094050lev.txt"
"GG32T6","NCDWR","Southport RS 4",33.941987,-78.009783,26.887,"Feet",21,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",19,"Brunswick County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/gg32t6094051lev.txt"
"GG34S2","NCDWR","Sunset Harbor North",33.94,-78.2,31.08,"Feet",1304,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Klcf","Lower Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/gg34s2094052lev.txt"
"GG34S3","NCDWR","Sunset Harbor North",33.94,-78.2,34.42,"Feet",663,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/gg34s3094053lev.txt"
"GG34S4","NCDWR","Sunset Harbor North",33.94,-78.2,34.68,"Feet",322,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/gg34s4094054lev.txt"
"GG34S5","NCDWR","Sunset Harbor North",33.94,-78.2,35.19,"Feet",102,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/gg34s5094056lev.txt"
"GG34S6","NCDWR","Sunset Harbor North",33.94,-78.2,36.61,"Feet",102,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/gg34s6094058lev.txt"
"GG34S7","NCDWR","Sunset Harbor North",33.94,-78.2,33.74,"Feet",17.65,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",19,"Brunswick County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/gg34s7094059lev.txt"
"GG35R3","NCDWR","Stanbury",33.95,-78.29,39.29,"Feet",25,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",19,"Brunswick County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/gg35r3094100lev.txt"
"GG37B4","NCDWR","Shallotte",33.99,-78.44,68.72,"Feet",70,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/gg37b4094102lev.txt"
"GG37B5","NCDWR","Shallotte",33.99,-78.44,68.38,"Feet",120,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/gg37b5094103lev.txt"
"H20T1","NCDWR","Windsor",36.03293,-77.01276,42.6,"Feet",1001,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",15,"Bertie County","Klcrt","Lower Cretaceous","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/h20t1094104lev.txt"
"H20T2","NCDWR","Windsor",36.03293,-77.01276,42.65,"Feet",560,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",15,"Bertie County","Klcf","Lower Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/h20t2094106lev.txt"
"H20T3","NCDWR","Windsor",36.03293,-77.01276,42.39,"Feet",335,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",15,"Bertie County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/h20t3094108lev.txt"
"H20T4","NCDWR","Windsor",36.03293,-77.01276,42.89,"Feet",280,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",15,"Bertie County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/h20t4094110lev.txt"
"H20T6","NCDWR","Windsor",36.03293,-77.01276,43.51,"Feet",105,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",15,"Bertie County","Tb","Beaufort","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/h20t6094111lev.txt"
"H20T7","NCDWR","Windsor",36.03293,-77.01276,44.037,"Feet",60,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",15,"Bertie County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/h20t7094113lev.txt"
"H20T8","NCDWR","Windsor",36.03293,-77.01276,44.43,"Feet",35,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",15,"Bertie County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/h20t8094115lev.txt"
"H20T9","NCDWR","Windsor",36.03293,-77.01276,44.54,"Feet",185,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",15,"Bertie County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/h20t9094116lev.txt"
"H22I3","NCDWR","Lewiston",36.051577,-77.194707,27.544,"Feet",20,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",15,"Bertie County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/h22i3094118lev.txt"
"H22I4","NCDWR","Lewiston",36.051577,-77.194707,27.654,"Feet",600,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",15,"Bertie County","Klcrt","Lower Cretaceous","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/h22i4094120lev.txt"
"H22I5","NCDWR","Lewiston",36.051577,-77.194707,27.724,"Feet",380,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",15,"Bertie County","Klcf","Lower Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/h22i5094122lev.txt"
"H22I6","NCDWR","Lewiston",36.051577,-77.194707,27.134,"Feet",150,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",15,"Bertie County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/h22i6094124lev.txt"
"H4U2","NCDWR","Wright Memorial",36.013384,-75.675696,8.273,"Feet",266,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",55,"Dare County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/h4u2094126lev.txt"
"H4U3","NCDWR","Wright Memorial",36.013384,-75.675696,8.463,"Feet",23,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",55,"Dare County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/h4u3094128lev.txt"
"H61U1","NCDWR","Clemmons",36.012442,-80.422293,734.716,"Feet",400,"Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers",37,"North Carolina",59,"Davie County","","Bedrock","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/h61u1094130lev.txt"
"HH39J2","NCDWR","Calabash",33.892777,-78.589421,50.233,"Feet",1140,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Klcf","Lower Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/hh39j2094132lev.txt"
"HH39J3","NCDWR","Calabash",33.892777,-78.589421,46.983,"Feet",660,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/hh39j3094133lev.txt"
"HH39J4","NCDWR","Calabash",33.892777,-78.589421,46.503,"Feet",516,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/hh39j4094135lev.txt"
"HH39J5","NCDWR","Calabash",33.892777,-78.589421,46.803,"Feet",358,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Klpd","Lower Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/hh39j5094137lev.txt"
"HH39J6","NCDWR","Calabash",33.892777,-78.589421,48.053,"Feet",820,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",19,"Brunswick County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/hh39j6094138lev.txt"
"HH39J7","NCDWR","Calabash",33.89,-78.59,46.9,"Feet",56,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",19,"Brunswick County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/hh39j7094140lev.txt"
"I13X2","NCDWR","Scuppernong",35.916795,-76.469963,10.036,"Feet",421,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",187,"Washington County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/i13x2094141lev.txt"
"I13X3","NCDWR","Scuppernong",35.916795,-76.469963,10.216,"Feet",1320,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",187,"Washington County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/i13x3094143lev.txt"
"I13X4","NCDWR","Scuppernong",35.916795,-76.469963,10.286,"Feet",557,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",187,"Washington County","Tb","Beaufort","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/i13x4094145lev.txt"
"I31M1","NCDWR","Nash County Well No. 3 - Nashville",35.965442,-77.965058,197.155,"Feet",533,"Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers",37,"North Carolina",127,"Nash County","","Bedrock","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/i31m1094147lev.txt"
"I35K2","NCDWR","Bunn",35.965026,-78.258259,276.256,"Feet",345,"Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers",37,"North Carolina",69,"Franklin County","","Bedrock","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/i35k2094148lev.txt"
"I4W3","NCDWR","Manteo Airport",35.918385,-75.701641,10.12,"Feet",160,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",55,"Dare County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/i4w3094151lev.txt"
"I4W5","NCDWR","Manteo Airport",35.918385,-75.701641,10.24,"Feet",20,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",55,"Dare County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/i4w5094153lev.txt"
"I58Y2","NCDWR","Welcome",35.927592,-80.245938,869.366,"Feet",293,"Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers",37,"North Carolina",57,"Davidson County","","Bedrock","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/i58y2094155lev.txt"
"J22P1","NCDWR","Gold Point",35.856521,-77.248202,71.533,"Feet",295,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",117,"Martin County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/j22p1094157lev.txt"
"J22P2","NCDWR","Gold Point",35.856521,-77.248202,71.633,"Feet",137,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",117,"Martin County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/j22p2094159lev.txt"
"J22P3","NCDWR","Gold Point",35.856521,-77.248202,71.423,"Feet",18,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",117,"Martin County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/j22p3094202lev.txt"
"J22P4","NCDWR","Gold Point",35.856521,-77.248202,71.623,"Feet",50,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",117,"Martin County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/j22p4094204lev.txt"
"J22P5","NCDWR","Gold Point",35.856521,-77.248202,71.763,"Feet",447,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",117,"Martin County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/j22p5094206lev.txt"
"J22P6","NCDWR","Gold Point",35.856521,-77.248202,71.843,"Feet",611,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",117,"Martin County","Klcf","Lower Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/j22p6094208lev.txt"
"J22P7","NCDWR","Gold Point",35.856521,-77.248202,72.003,"Feet",512,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",117,"Martin County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/j22p7094210lev.txt"
"J3H3","NCDWR","Nags Head",35.896805,-75.621381,4.336,"Feet",207,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",55,"Dare County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/j3h3094212lev.txt"
"J3O3","NCDWR","Skyco Road",35.880959,-75.665774,4.64,"Feet",220,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",55,"Dare County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/j3o3094214lev.txt"
"J3O4","NCDWR","Skyco Road",35.880944,-75.665799,5.09,"Feet",13,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",55,"Dare County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/j3o4094216lev.txt"
"J3X10","NCDWR","Wanchese Community Center",35.8423,-75.639888,8.741,"Feet",500,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",55,"Dare County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/j3x10094218lev.txt"
"J3X11","NCDWR","Wanchese Community Center",35.8423,-75.639888,7.761,"Feet",98,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",55,"Dare County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/j3x11094219lev.txt"
"J3X12","NCDWR","Wanchese Community Center",35.8423,-75.639888,8.531,"Feet",84,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",55,"Dare County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/j3x12094221lev.txt"
"J3X13","NCDWR","Wanchese Community Center",35.8423,-75.639888,8.511,"Feet",183,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",55,"Dare County","","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/j3x13094223lev.txt"
"J3X9","NCDWR","Wanchese Community Center",35.8423,-75.639888,8.111,"Feet",19,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",55,"Dare County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/j3x9094226lev.txt"
"J44D1","NCDWR","Chi Psi Fraternity, UNC",35.908611,-79.058056,508.089,"Feet",48,"Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers",37,"North Carolina",135,"Orange County","Bs","Basement saprolite","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/j44d1094227lev.txt"
"J5M2","NCDWR","Spencer Creek",35.871094,-75.786051,0.695,"Feet",150,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",55,"Dare County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/j5m2094229lev.txt"
"J5M3","NCDWR","Spencer Creek",35.871094,-75.786051,1.155,"Feet",24,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",55,"Dare County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/j5m3094231lev.txt"
"J7K5","NCDWR","East Lake",35.869044,-75.921232,2.103,"Feet",315,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",55,"Dare County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/j7k5094233lev.txt"
"J7K6","NCDWR","East Lake",35.869044,-75.921232,2.613,"Feet",195,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",55,"Dare County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/j7k6094235lev.txt"
"J7K7","NCDWR","East Lake",35.869044,-75.921232,2.623,"Feet",88,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",55,"Dare County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/j7k7094236lev.txt"
"J7K8","NCDWR","East Lake",35.869044,-75.921232,2.113,"Feet",15,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",55,"Dare County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/j7k8094238lev.txt"
"K17A2","NCDWR","Plymouth",35.82388,-76.758325,32.341,"Feet",56,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",187,"Washington County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/k17a2094240lev.txt"
"K17A4","NCDWR","Plymouth",35.82388,-76.758325,32.501,"Feet",320,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",187,"Washington County","Tb","Beaufort","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/k17a4094243lev.txt"
